Symbol,EntrezGene ID,Description,Imported ID,Fold Change,P-Value,Test Expression,Control Expression,Rank
BM388725,NA, ,1393119_at,1.25,0.0286,11928.6,9566.1,2016
BF386294,NA, ,1380883_at,-1.25,0.0267,1497.1,1874.5,2016
AW524670,NA, ,1394427_at,-1.25,0.0483,413.7,518.4,2016
AI233709,NA, ,1375054_at,-1.25,0.0494,2208.4,2760,2016
BG377991,NA, ,1378566_at,-1.25,0.0086,932.8,1167.2,2016
AI412468,NA, ,1378139_at,-1.25,0.0002,2075.6,2604.2,2016
AA965093,NA, ,1396246_at,-1.25,0.0088,799.4,1000.7,2016
AW532098,NA, ,1379866_at,-1.25,0.0216,3836,4785.3,2016
BE120990,NA, ,1392225_at,-1.25,0.0133,369.5,460.4,2016
AI711481,NA, ,1392417_s_at,-1.25,0.0181,724.6,902.4,2016
BF285611,NA, ,1391444_at,1.25,0.0014,5971.4,4766.4,2016
BE114426,NA, ,1397137_at,-1.25,0.0088,302.1,379.2,2016
Rn.66436,NA, ,1382898_at,-1.25,0.006,1924.8,2404.7,2016
AI502837,NA, ,1377974_at,-1.25,0.027,3574.3,4463.8,2016
Rn.92773,NA, ,1392735_at,-1.25,0.0454,2165,2713.2,2016
AW916957,NA, ,1383921_at,-1.25,0.0207,664.8,834.2,2016
AI454433,NA, ,1385536_at,-1.25,0.0025,591,740.9,2016
BE116820,NA, ,1393736_at,-1.25,0.0044,9922.5,12424.7,2016
BE118753,NA, ,1385734_at,-1.25,0.0086,2429.9,3040.1,2016
BF389733,NA, ,1397028_at,-1.25,0.0199,188.1,235.7,2016
BG381215,NA, ,1391232_at,-1.25,0.0071,762.1,955.2,2016
BF394642,NA, ,1393546_at,-1.25,0.0067,484,606.9,2016
1382258_at,NA, ,1382258_at,-1.25,0.0291,569.4,712.7,2016
H31802,NA, ,1386186_s_at,-1.25,0.0072,711.8,889.5,2016
BI276183,NA, ,1397744_at,1.25,0.0092,222,177.5,2016
Islr2,100910729,immunoglobulin superfamily containing leucine-rich repeat protein 2-like,1384533_at,1.25,0.0356,24613.3,19664,2016
LOC100911992,100911992,uncharacterized LOC100911992,1376092_at,-1.25,0.0165,2684.3,3365.6,2016
LOC102554727,102554727, ,1383988_at,-1.25,0.0303,937.8,1176.1,2016
LOC102548682,102548682, ,1374832_at,1.25,0.034,183.7,146.5,2016
LOC102551140,102551140, ,1383533_at,1.25,0.0342,5339.5,4256.9,2016
RT1-EC2,24737,"RT1 class Ib, locus EC2",1369110_x_at,1.25,0.0193,506,405.6,2016
Tpm4,24852,tropomyosin 4,1371653_at,1.25,0.0229,1211.3,970.7,2016
Gpc3,25236,glypican 3,1396620_at,-1.25,0.0074,119.4,149.8,2016
Cacna1a,25398,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",1395062_at,-1.25,0.0209,461.9,578.6,2016
Pctp,29510,phosphatidylcholine transfer protein,1387058_at,1.25,0.0009,211,169.2,2016
Sgk1,29517,serum/glucocorticoid regulated kinase 1,1367802_at,1.25,0.0102,7416.2,5918.3,2016
Fdft1,29580,farnesyl diphosphate farnesyl transferase 1,1389906_at,-1.25,0.0039,940,1173.5,2016
Kcnj16,29719,"potassium inwardly-rectifying channel, subfamily J, member 16",1373991_at,1.25,0.0092,273.7,218.2,2016
Apln,58812,apelin,1389651_at,-1.25,0.04,428.7,535.6,2016
Tmod2,58814,tropomodulin 2,1369541_at,1.25,0.0037,170.6,136.4,2016
Cxcr4,60628,chemokine (C-X-C motif) receptor 4,1373661_a_at,1.25,0.024,448.3,359.3,2016
Rem2,64626,RAS (RAD and GEM) like GTP binding 2,1369564_at,1.25,0.0056,183.9,147.2,2016
P2ry12,64803,"purinergic receptor P2Y, G-protein coupled, 12",1368728_at,1.25,0.0002,233,186.2,2016
Rgs2,84583,regulator of G-protein signaling 2,1387074_at,1.25,0.0123,4540.4,3642.1,2016
Pola1,85241,"polymerase (DNA directed), alpha 1",1376611_at,-1.25,0.0256,685.5,858.9,2016
Ptprr,94202,"protein tyrosine phosphatase, receptor type, R",1368358_a_at,-1.25,0.0076,3554.3,4430.6,2016
Pcsk5,116548,proprotein convertase subtilisin/kexin type 5,1393467_at,-1.25,0.0011,148.4,185.8,2016
Zbtb7a,117107,zinc finger and BTB domain containing 7a,1378123_x_at,-1.25,0.0018,895.3,1115,2016
Dcbld2,155696,"discoidin, CUB and LCCL domain containing 2",1387451_at,1.25,0.0291,273.1,218.6,2016
Zfp347,170902,zinc finger protein 347,1368726_a_at,-1.25,0.0067,553,693.4,2016
Khsrp,171137,KH-type splicing regulatory protein,1376525_at,-1.25,0.0249,387.5,484.3,2016
Crispld2,171547,cysteine-rich secretory protein LCCL domain containing 2,1387922_at,1.25,0.0175,281.7,225.6,2016
Gmpr2,192357,guanosine monophosphate reductase 2,1373621_at,-1.25,0.0151,1532.8,1908.8,2016
Magi3,245903,"membrane associated guanylate kinase, WW and PDZ domain containing 3",1387753_s_at,1.25,0.0398,720.7,575.1,2016
Dgat2,252900,diacylglycerol O-acyltransferase 2,1391045_at,-1.25,0.0103,2031.5,2548.4,2016
Kcnj14,276720,"potassium inwardly-rectifying channel, subfamily J, member 14",1370970_at,-1.25,0.0058,562,699.9,2016
Klhl26,290657,kelch-like 26 (Drosophila),1383142_at,-1.25,0.0056,3686.2,4606.3,2016
Prpf4b,291078,PRP4 pre-mRNA processing factor 4 homolog B (yeast),1385533_at,-1.25,0.0019,1660.3,2074.6,2016
Stard4,291699,StAR-related lipid transfer (START) domain containing 4,1396521_at,-1.25,0.0041,345.4,431.8,2016
Trip13,292206,thyroid hormone receptor interactor 13,1390415_at,1.25,0.0002,305.4,245.2,2016
Gprc5b,293546,"G protein-coupled receptor, family C, group 5, member B",1373336_at,1.25,0.0117,8102.5,6483.2,2016
RT1-DMa,294274,"RT1 class II, locus DMa",1370904_at,1.25,0.0157,1102.1,883.7,2016
Ranbp2,294429,RAN binding protein 2,1375371_at,-1.25,0.0462,519.7,651.4,2016
RGD1309730,295952,similar to RIKEN cDNA B230118H07,1390806_at,-1.25,0.0135,3927.2,4915.5,2016
Foxp1,297480,forkhead box P1,1379651_at,-1.25,0.0028,149.5,186.6,2016
Mrps15,298517,mitochondrial ribosomal protein S15,1381792_at,-1.25,0.0043,341,424.8,2016
Ptrhd1,298861,peptidyl-tRNA hydrolase domain containing 1,1373556_at,-1.25,0.0063,648.4,807.5,2016
Usp27x,302566,"ubiquitin specific peptidase 27, X-linked, pseudogene 1",1382891_at,-1.25,0.0089,2062.3,2581.5,2016
Tnrc6c,303774,similar to KIAA1582 protein,1382674_a_at,-1.25,0.0244,299.1,373.4,2016
Tor3a,304884,"torsin family 3, member A",1372868_at,1.25,0.0308,883.3,704.2,2016
Abcd3,25270,"ATP-binding cassette, subfamily D (ALD), member 3",1368057_at,-1.24,0.0214,9044.2,11199.5,2124
Chrng,25753,"cholinergic receptor, nicotinic, gamma (muscle)",1387727_at,1.24,0.004,392.7,317.9,2124
Akt3,29414,"v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)",1372874_at,-1.24,0.0137,5753.4,7139.1,2124
Bet1,29631,blocked early in transport 1 homolog (S. cerevisiae),1368881_at,-1.24,0.002,189.3,235.1,2124
Colq,29755,collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase,1368475_at,1.24,0.0162,773,621.6,2124
Cdc20,64515,cell division cycle 20 homolog (S. cerevisiae),1370294_a_at,1.24,0.0013,202.6,163.9,2124
Gabarapl2,64670,GABA(A) receptor-associated protein like 2,1380170_at,-1.24,0.0273,4020.7,4986.1,2124
Asic1,79123,acid-sensing (proton-gated) ion channel 1,1392135_at,-1.24,0.0012,552.7,683.5,2124
Itgae,83577,"integrin, alpha E",1370526_at,-1.24,0.0054,563.1,696,2124
Nrtn,84423,neurturin,1374048_at,1.24,0.004,379.8,307.5,2124
Rab27b,84590,"RAB27B, member RAS oncogene family",1370122_at,-1.24,0.0199,260.2,322,2124
Pla1a,85311,phospholipase A1 member A,1370445_at,1.24,0.0187,282.1,227.7,2124
Shc1,85385,SHC (Src homology 2 domain containing) transforming protein 1,1377594_at,1.24,0.005,1191.4,962.6,2124
Ddx52,85432,DEAD (Asp-Glu-Ala-Asp) box polypeptide 52,1368588_at,-1.24,0.0063,970.4,1206.6,2124
Wipf1,117538,"WAS/WASL interacting protein family, member 1",1382283_at,-1.24,0.032,831.6,1030.1,2124
Tpm3,117557,"tropomyosin 3, gamma",1370340_x_at,1.24,0.0206,828,667,2124
Giot1,171090,gonadotropin inducible ovarian transcription factor 1,1368775_at,-1.24,0.0176,343.4,425.6,2124
Jmjd1c,171120,jumonji domain containing 1C,1388169_at,-1.24,0.0157,8896,11057.1,2124
Plekha5,246237,"pleckstrin homology domain containing, family A member 5",1373272_at,-1.24,0.0152,10048.8,12456,2124
Arid1b,282546,AT rich interactive domain 1B (Swi1 like),1381925_x_at,-1.24,0.0123,14338.1,17843,2124
Plcd3,287745,"phospholipase C, delta 3",1389628_at,-1.24,0.0025,487.4,602,2124
Wrb,288233,tryptophan rich basic protein,1379959_at,1.24,0.0078,871.4,701.4,2124
N6amt1,288309,N-6 adenine-specific DNA methyltransferase 1 (putative),1392330_at,-1.24,0.0087,965.5,1198.2,2124
Mcm7,288532,minichromosome maintenance complex component 7,1388744_at,1.24,0.0022,2801,2259.2,2124
Appl1,290537,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1",1397179_at,-1.24,0.0194,3649,4522.6,2124
Ifi30,290644,interferon gamma inducible protein 30,1372070_at,1.24,0.0099,798.2,642.6,2124
Wrn,290805,similar to Werner syndrome helicase homolog,1397706_at,-1.24,0.0119,199.8,247.1,2124
Iws1,291705,IWS1 homolog (S. cerevisiae),1398331_at,-1.24,0.0163,248.8,309.5,2124
Mturn,297109,similar to B230212L03Rik protein,1395519_at,1.24,0.0168,148.9,120.5,2124
Dppa3,297576,developmental pluripotency-associated 3,1393646_at,1.24,0.027,383.8,310.7,2124
Rhno1,297627,similar to 5930416I19Rik protein,1376701_a_at,-1.24,0.0359,1357.7,1680.6,2124
Glipr1,299783,GLI pathogenesis-related 1,1373504_at,1.24,0.0004,355,287.4,2124
Cep63,300963,centrosomal protein 63,1379290_at,-1.24,0.0104,599.1,741.5,2124
Ercc5,301382,"excision repair cross-complementing rodent repair deficiency, complementation group 5",1383953_at,-1.24,0.014,1054.6,1308.1,2124
Abi3,303476,"ABI family, member 3",1383917_at,1.24,0.0374,559.5,452.3,2124
Dvl3,303811,"dishevelled, dsh homolog 3 (Drosophila)",1385420_at,1.24,0.018,625.3,504,2124
Usp25,304150,ubiquitin specific peptidase 25,1378679_at,-1.24,0.0124,3913.4,4845.3,2124
Ung,304577,uracil-DNA glycosylase,1389738_at,1.24,0.0006,413.9,332.7,2124
Hmgb3,305373,high mobility group box 3,1371887_at,1.24,0.0382,6038.8,4879.8,2124
Wdpcp,305552,WD repeat containing planar cell polarity effector,1381757_at,-1.24,0.0034,595.6,739,2124
Cdkn2aip,306455,CDKN2A interacting protein,1383617_at,-1.24,0.0162,760.5,944.1,2124
Gins3,307639,GINS complex subunit 3 (Psf3 homolog),1390623_at,1.24,0.0022,1357.2,1098.3,2124
Opa3,308409,optic atrophy 3 (human),1375448_at,-1.24,0.0346,1258.8,1555.1,2124
Pgghg,309103,"ATH1, acid trehalase-like 1 (yeast)",1374831_at,1.24,0.0106,266.8,214.6,2124
Ehbp1l1,309169,EH domain binding protein 1-like 1,1389071_at,-1.24,0.0237,2572.6,3181.2,2124
Nsdhl,309262,NAD(P) dependent steroid dehydrogenase-like,1392604_at,-1.24,0.0041,536.2,664,2124
Plxna3,309280,plexin A3,1376139_at,-1.24,0.033,2227.9,2766.4,2124
Eif5a2,310261,eukaryotic translation initiation factor 5A2,1393063_at,-1.24,0.0345,2921.6,3629.5,2124
Rarres1,310486,retinoic acid receptor responder (tazarotene induced) 1,1382274_at,1.24,0.0214,273.2,219.8,2124
Tlr2,310553,toll-like receptor 2,1392280_at,1.24,0.0024,187.1,150.6,2124
Rnf32,311936,ring finger protein 32,1394489_at,-1.24,0.0146,159.4,198,2124
Rd3l,314467,hypothetical LOC314467,1373856_at,-1.24,0.0389,454.3,563.1,2124
Tmcc3,314751,transmembrane and coiled-coil domain family 3,1390832_at,-1.24,0.023,16336.2,20320.5,2124
Cep290,314787,centrosomal protein 290,1384040_at,-1.24,0.0336,1891.1,2351.1,2124
Panx1,315435,Pannexin 1,1382934_at,1.24,0.0338,1245.2,1000.5,2124
Kmt2a,315606,myeloid/lymphoid or mixed-lineage leukemia 1,1393752_at,-1.24,0.0221,824.8,1019,2124
Fam81a,315789,"family with sequence similarity 81, member A",1394881_at,-1.24,0.0039,3446.6,4276,2124
Fam81a,315789,"family with sequence similarity 81, member A",1378245_at,-1.24,0.0117,4659.4,5774.9,2124
Snx14,315871,sorting nexin 14,1374692_at,-1.24,0.0383,4946.6,6111.8,2124
Chac2,360994,"ChaC, cation transport regulator homolog 2 (E. coli)",1389682_at,-1.24,0.0381,529.2,655.7,2124
Zmiz1,361103,"zinc finger, MIZ-type containing 1",1384684_at,1.24,0.0006,406.5,328.5,2124
Nrip3,361625,nuclear receptor interacting protein 3,1396173_at,1.24,0.0046,397.2,319.9,2124
Cutc,361760,cutC copper transporter homolog (E.coli),1385024_at,-1.24,0.0001,2278.2,2833.4,2124
Kif18a,362186,kinesin family member 18A,1392065_at,1.24,0.0249,194.9,157.4,2124
Tp53rk,362272,TP53 regulating kinase,1379488_at,-1.24,0.0322,2136.8,2656.8,2124
Kctd9,364410,potassium channel tetramerisation domain containing 9,1374582_at,-1.24,0.0079,939.4,1163.8,2124
Glt8d2,366859,glycosyltransferase 8 domain containing 2,1395074_at,-1.24,0.0323,166.5,206.9,2124
Tdrp,498662,similar to RIKEN cDNA 2610019F03,1379318_at,1.24,0.0115,3170.8,2548.8,2124
Idnk,498695,"idnK, gluconokinase homolog (E. coli)",1395440_at,1.24,0.0244,377.4,304.2,2124
Tmem173,498840,similar to hypothetical protein LOC340061,1390226_at,1.24,0.0041,366.1,294.3,2124
Fam181b,499205,"family with sequence similarity 181, member B",1379077_at,1.24,0.0377,377,304.9,2124
Vwc2,501231,von Willebrand factor C domain containing 2,1398659_at,-1.24,0.0194,334.8,415.3,2124
Sprn,541462,shadow of prion protein homolog (zebrafish),1397231_at,1.24,0.0326,272.7,219.9,2124
Ndufa10,678759,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10,1389334_at,-1.24,0.0193,15729.5,19550.4,2124
Dph3,680594,"DPH3, KTI11 homolog (S. cerevisiae)",1384430_at,-1.24,0.0156,1264.7,1574.2,2124
Crip1,691657,cysteine-rich protein 1 (intestinal),1372256_at,1.24,0.0264,881.9,712.8,2124
AI175534,NA, ,1373920_at,-1.24,0.0142,1204.9,1496.1,2124
AI709802,NA, ,1393097_at,-1.24,0.025,3081.4,3819.7,2124
AI412054,NA, ,1371420_at,-1.24,0.009,2745,3407.7,2124
AA998150,NA, ,1375358_at,-1.24,0.0183,2033.2,2529.3,2124
BF400138,NA, ,1396764_at,-1.24,0.0076,184.9,229.6,2124
BF398826,NA, ,1381253_at,-1.24,0.0453,888.3,1105.5,2124
AA964754,NA, ,1384346_at,-1.24,0.0282,15156.1,18821.5,2124
BF405181,NA, ,1398071_at,-1.24,0.0177,578.9,718.5,2124
AI030771,NA, ,1392295_a_at,-1.24,0.0488,503.2,626,2124
AI317811,NA, ,1377734_at,-1.24,0.0066,848.3,1052.2,2124
AI100769,NA, ,1390246_at,-1.24,0.0084,195.6,243.4,2124
BF419537,NA, ,1395912_at,-1.24,9.30E-05,964.7,1198.1,2124
AW528643,NA, ,1379052_at,-1.24,0.0203,10187,12676.2,2124
AI146245,NA, ,1380944_at,-1.24,0.0062,963.1,1194.5,2124
AW527270,NA, ,1391089_at,-1.24,0.0038,4527.6,5592.7,2124
BG378641,NA, ,1375199_at,-1.24,0.0116,383,473.6,2124
BF388318,NA, ,1396251_at,-1.24,0.0193,181.4,225.3,2124
BE107050,NA, ,1392692_at,-1.24,0.0239,2359.9,2921.7,2124
AA946069,NA, ,1392879_at,-1.24,0.0026,325.4,402.8,2124
BF394182,NA, ,1391752_at,-1.24,0.0075,1453.4,1805.2,2124
BG379351,NA, ,1391126_at,-1.24,0.0005,2680.9,3311.3,2124
BI294137,NA, ,1383519_at,1.24,0.0002,547.4,440.6,2124
BF396481,NA, ,1381636_at,-1.24,0.0289,1087.1,1344.4,2124
AW522848,NA, ,1395382_at,1.24,0.0338,1700.3,1374.9,2124
Rn.130382,NA, ,1373799_at,1.24,0.0311,888.6,718.7,2124
Rn.146484,NA, ,1386628_at,-1.24,0.0031,111.3,138,2124
BM387817,NA, ,1391329_at,-1.24,0.0024,274.5,340.1,2124
AA893579,NA, ,1392794_at,1.24,0.0399,197.1,158.5,2124
BF388580,NA, ,1381363_at,-1.24,0.0095,1116.3,1383.9,2124
AW521749,NA, ,1384862_at,-1.24,0.0196,14291.3,17674,2124
BE107167,NA, ,1389908_at,-1.24,0.0111,466.3,578.1,2124
AW527143,NA, ,1378588_at,1.24,0.0291,138.6,111.9,2124
1384176_at,NA, ,1384176_at,-1.24,0.0141,986.5,1221,2124
1391481_at,NA, ,1391481_at,-1.24,0.0114,351.5,434.9,2124
AI113159,NA, ,1393797_at,-1.24,0.025,691.7,859.6,2124
1395803_at,NA, ,1395803_at,-1.24,0.0002,391.3,487,2124
1396331_at,NA, ,1396331_at,-1.24,0.0183,327.1,406.2,2124
Rn.187635,NA, ,1375312_at,1.24,0.0369,155.2,125.4,2124
LOC100359435,100359435,"cleavage stimulation factor, 3 pre-RNA, subunit 3 (predicted)-like",1393166_at,-1.24,0.0166,3879.9,4810.3,2124
Palm3,100359592,paralemmin 3,1376518_at,1.24,0.002,670.6,541.6,2124
Nt5c,100360582,"5',3'-nucleotidase, cytosolic",1389425_at,-1.24,0.0009,234.7,289.8,2124
Mroh8,100360777,hypothetical protein LOC100360777,1385412_at,-1.24,0.0236,480.2,593.3,2124
LOC100911193,100911193,uncharacterized LOC100911193,1377073_at,1.24,0.001,457.2,367.9,2124
LOC102548785,102548785, ,1395823_at,-1.24,0.0036,119.4,148.1,2124
BF557813,NA, ,1391803_at,1.23,0.0043,373,303.6,2244
AW530905,NA, ,1383697_at,-1.23,0.0249,9907.4,12149.1,2244
AI548338,NA, ,1397370_at,1.23,0.037,342.5,277.4,2244
AA859819,NA, ,1397264_at,-1.23,7.00E-06,159.7,195.8,2244
BF284593,NA, ,1373673_at,-1.23,0.0365,998.1,1227.6,2244
BE105118,NA, ,1395909_at,-1.23,0.0027,1803.3,2226.9,2244
AI454134,NA, ,1383612_at,-1.23,0.0242,6428.3,7920.1,2244
BI294940,NA, ,1390732_at,-1.23,0.0474,164.8,202.7,2244
BF394739,NA, ,1394390_at,-1.23,0.0333,485.4,597.3,2244
AW534812,NA, ,1381628_at,-1.23,0.0329,160.4,197.7,2244
BF391477,NA, ,1398738_at,1.23,0.0347,285.7,232.8,2244
BG671422,NA, ,1392109_at,-1.23,0.0166,120.1,147.3,2244
AI112229,NA, ,1391242_at,-1.23,0.0401,268,330.3,2244
AW534107,NA, ,1394742_at,-1.23,0.0137,349.9,431.7,2244
AA997877,NA, ,1391511_at,-1.23,0.0345,150.2,184.2,2244
AW524067,NA, ,1385782_at,-1.23,0.043,13821.7,16970.9,2244
1377380_at,NA, ,1377380_at,-1.23,0.0326,674.7,830.1,2244
1377507_at,NA, ,1377507_at,-1.23,0.0333,344.4,422.3,2244
1381608_at,NA, ,1381608_at,-1.23,0.0472,1076.9,1325,2244
1383211_at,NA, ,1383211_at,-1.23,0.0447,136.1,167,2244
1383669_at,NA, ,1383669_at,-1.23,0.0022,315.2,387.6,2244
AA850272,NA, ,1393520_at,-1.23,0.0213,258,316.5,2244
BF396757,NA, ,1395101_at,-1.23,0.0158,217.4,267.9,2244
LOC100912167,100912167,uncharacterized LOC100912167,1389084_at,-1.23,0.0148,3292.7,4040.4,2244
Hrh1,24448,histamine receptor H 1,1393608_at,-1.23,0.0208,589.8,723.6,2244
Ppm1b,24667,"protein phosphatase, Mg2+/Mn2+ dependent, 1B",1378124_at,-1.23,0.0275,916.2,1130.4,2244
Prkar2b,24679,"protein kinase, cAMP dependent regulatory, type II beta",1371133_a_at,-1.23,0.0043,8362.1,10268,2244
Tmbim6,24822,transmembrane BAX inhibitor motif containing 6,1369879_a_at,-1.23,0.0212,3012.7,3720.6,2244
Gnas,24896,GNAS complex locus,1387906_a_at,1.23,0.017,15166.8,12333.7,2244
Cd44,25406,Cd44 molecule,1368921_a_at,1.23,0.0357,308.5,251.8,2244
Cd59,25407,"CD59 molecule, complement regulatory protein",1367929_at,1.23,0.0044,9750.2,7908.5,2244
Sstr4,25555,somatostatin receptor 4,1387705_at,-1.23,0.0234,707.5,867.1,2244
Mpdz,29365,multiple PDZ domain protein,1368133_at,-1.23,0.0007,10193.3,12586.8,2244
Mid1,54252,midline 1,1384150_at,-1.23,0.0302,935.4,1148.9,2244
Cd86,56822,CD86 molecule,1377943_at,1.23,0.0008,147.7,120,2244
Nxph3,59315,neurexophilin 3,1374818_at,1.23,0.0114,1023.1,834.6,2244
Cd14,60350,CD14 molecule,1368490_at,1.23,0.036,246.2,199.9,2244
Insig1,64194,insulin induced gene 1,1367894_at,-1.23,0.0123,1283.4,1576.4,2244
Aqp9,65054,aquaporin 9,1368621_at,1.23,0.015,535.2,436.6,2244
Per3,78962,period homolog 3 (Drosophila),1378745_at,-1.23,0.0143,1188.1,1465.1,2244
Hpgd,79242,hydroxyprostaglandin dehydrogenase 15 (NAD),1387631_at,1.23,0.0032,277.9,226.6,2244
Hsd17b12,84013,hydroxysteroid (17-beta) dehydrogenase 12,1368051_at,-1.23,0.0204,8096.9,9967.6,2244
Robo2,84409,roundabout homolog 2 (Drosophila),1379693_at,-1.23,0.0101,10296.9,12619.8,2244
Ick,84411,intestinal cell kinase,1387948_at,1.23,0.0122,1855,1504.7,2244
Rgs2,84583,regulator of G-protein signaling 2,1368144_at,1.23,0.0461,1302.9,1056.2,2244
Nbn,85482,nibrin,1387977_at,-1.23,0.0141,1223.3,1499.5,2244
Nlgn1,116647,neuroligin 1,1381583_at,-1.23,0.01,2891.5,3550.4,2244
Gtf2ird1,246770,GTF2I repeat domain containing 1,1379550_a_at,-1.23,0.0318,1855.4,2290.3,2244
Lsg1,288029,large subunit GTPase 1 homolog (S. cerevisiae),1373293_at,-1.23,0.0076,1158.8,1427.9,2244
Chfr,288734,"checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase",1383313_at,1.23,0.0116,2096.6,1705.8,2244
Creg1,289185,cellular repressor of E1A-stimulated genes 1,1375428_at,-1.23,0.0418,709.6,871.1,2244
Lyplal1,289357,lysophospholipase-like 1,1372281_at,1.23,0.0381,2541.6,2060.6,2244
G0s2,289388,G0/G1switch 2,1388395_at,-1.23,0.0173,460.8,568.5,2244
Gmnn,291137,geminin,1378056_at,1.23,0.0033,138.6,112.5,2244
Spata24,291676,spermatogenesis associated 24,1375553_at,1.23,0.0013,634.5,516.2,2244
Bag3,293524,Bcl2-associated athanogene 3,1390026_at,1.23,0.0031,1211.4,982.2,2244
Pprc1,294007,"peroxisome proliferator-activated receptor gamma, coactivator-related 1",1379312_at,-1.23,0.0181,1771,2178.6,2244
ST7,296911,suppression of tumorigenicity 7,1392925_at,-1.23,0.0394,1079.6,1329.1,2244
Tprkb,297411,Tp53rk binding protein,1390972_at,-1.23,0.0112,836.2,1025,2244
Camkmt,299521,calmodulin-lysine N-methyltransferase,1374042_at,-1.23,0.0103,941.2,1153.9,2244
Ebag9,299864,"estrogen receptor binding site associated, antigen, 9",1390439_at,-1.23,0.0113,2484.2,3055.8,2244
Lig3,303369,"ligase III, DNA, ATP-dependent",1392807_at,-1.23,0.0006,436.2,535.7,2244
Acbd4,303577,acyl-CoA binding domain containing 4,1395913_at,-1.23,0.0386,461,567.7,2244
Dopey2,304077,dopey family member 2,1374651_at,1.23,0.0223,5439.3,4422.8,2244
Vsig10,304529,V-set and immunoglobulin domain containing 10,1373248_at,1.23,0.0072,151.8,123.7,2244
Sorcs2,305438,sortilin-related VPS10 domain containing receptor 2,1389193_at,-1.23,0.0003,889.6,1092.4,2244
Comtd1,305685,catechol-O-methyltransferase domain containing 1,1379796_at,1.23,0.0015,727.8,593.9,2244
Ankrd16,307102,ankyrin repeat domain 16,1385404_at,-1.23,0.004,652.6,804.5,2244
Kcng2,307234,"potassium voltage-gated channel, subfamily G, member 2",1390473_at,-1.23,0.0441,1184.8,1461.6,2244
Dtna,307548,"dystrobrevin alpha, pseudogene 1",1391687_at,-1.23,0.03,139.7,171.4,2244
Cables1,307585,Cdk5 and Abl enzyme substrate 1,1375353_at,-1.23,0.0075,1099.9,1355.4,2244
RGD1311595,309307,similar to KIAA2026 protein,1396403_at,-1.23,0.043,1474.5,1807,2244
Tnks2,309512,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2",1395047_at,-1.23,0.0075,401.5,493.7,2244
Ch25h,309527,cholesterol 25-hydroxylase,1380063_at,1.23,0.0499,203.2,164.9,2244
Mef2a,309957,myocyte enhancer factor 2a,1383093_at,-1.23,0.0096,14030.7,17308.6,2244
Slc35c2,311637,"solute carrier family 35, member C2",1383350_at,-1.23,0.0028,729.4,897.8,2244
Cdca7,311742,cell division cycle associated 7,1374540_at,1.23,0.0007,387.4,314.5,2244
Lrrc23,312707,leucine rich repeat containing 23,1378864_at,-1.23,0.0283,1997.5,2455.5,2244
Cpa6,312913,carboxypeptidase A6,1384454_at,-1.23,0.0003,127,155.9,2244
Hsdl2,313200,hydroxysteroid dehydrogenase like 2,1384244_at,-1.23,0.0046,1818.3,2229.3,2244
Usp1,313387,ubiquitin specific peptidase 1,1376687_at,-1.23,0.0032,6828.8,8381.9,2244
Myo1f,314654,myosin IF,1384298_at,1.23,0.0067,251.8,204.6,2244
Anks1b,314721,ankyrin repeat and sterile alpha motif domain containing 1B,1395307_at,-1.23,0.0048,3703.6,4566,2244
Nxt2,315352,nuclear transport factor 2-like export factor 2,1378185_at,-1.23,0.025,952,1167.1,2244
Uhrf1,316129,ubiquitin-like with PHD and ring finger domains 1,1378640_at,-1.23,0.0348,169.3,207.5,2244
Hs6st1,316325,heparan sulfate 6-O-sulfotransferase 1,1372467_at,-1.23,0.0002,961.1,1181.5,2244
Plscr3,360549,phospholipid scramblase 3,1373417_at,1.23,0.0003,629.4,510.3,2244
Popdc2,360718,popeye domain containing 2,1376646_at,-1.23,0.0006,503.4,618.5,2244
Rabgef1,360797,RAB guanine nucleotide exchange factor (GEF) 1,1380846_at,-1.23,0.0007,1253.4,1543.1,2244
Nol8,361221,nucleolar protein 8,1385009_at,-1.23,0.0476,153.9,189.6,2244
Akip1,361624,A kinase (PRKA) interacting protein 1,1392938_s_at,-1.23,0.0114,3007.2,3697.6,2244
Tial1,361655,Tia1 cytotoxic granule-associated RNA binding protein-like 1,1388476_at,-1.23,0.0055,5178.7,6355.1,2244
Ssbp2,361877,single-stranded DNA binding protein 2,1379451_at,-1.23,0.0031,2735.7,3375.4,2244
Wdr41,361879,WD repeat domain 41,1384196_at,-1.23,0.0164,896.1,1105.6,2244
S100a16,361991,S100 calcium binding protein A16,1388356_at,1.23,0.0374,2532.6,2065.4,2244
Hebp1,362454,heme binding protein 1,1372004_at,-1.23,0.0035,3124.4,3857.2,2244
Ccdc30,362580,coiled-coil domain containing 30,1384500_at,-1.23,0.0002,4116.9,5062.1,2244
Eml1,362783,echinoderm microtubule associated protein like 1,1372537_at,-1.23,0.0022,1592.2,1961.6,2244
Samd12,362910,sterile alpha motif domain containing 12,1397333_at,-1.23,0.0136,684.4,843,2244
