Symbol,EntrezGene ID,Description,Imported ID,Fold Change,P-Value,Test Expression,Control Expression,Rank
Rnf144a,500636,ring finger protein 144A,1398597_at,1.41,0.0008,3573.5,2539.2,899
Wasl,682507,Wiskott-Aldrich syndrome-like,1391625_at,-1.41,0.0143,2252.6,3175.9,899
Caprin2,686779,similar to C1q domain containing 1 isoform 1,1373260_at,-1.41,6.40E-05,1213.3,1716.1,899
LOC689791,689791,hypothetical protein LOC689791,1377279_at,-1.41,0.0175,1896.2,2668,899
AI145227,NA, ,1393837_at,-1.41,0.0038,493.4,695.7,899
Eml6,305610,similar to novel protein,1383869_at,-1.4,3.20E-05,1432.7,1999.2,949
Zfp821,307834,zinc finger protein 821,1380202_at,-1.4,0.012,1163.4,1625.8,949
Spred3,308478,"sprouty-related, EVH1 domain containing 3",1375051_at,-1.4,0.0003,679.2,947.5,949
Smarca2,361745,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",1385074_at,-1.4,0.0043,628.6,881,949
Etv1,362733,ets variant 1,1392477_at,-1.4,0.001,10876.3,15250.6,949
Sh3bgr,498066,SH3 domain binding glutamic acid-rich protein,1372296_at,-1.4,0.0159,1583.1,2208.6,949
Greb1l,498819,growth regulation by estrogen in breast cancer-like,1384080_at,-1.4,0.0008,927.8,1299.4,949
Erich2,499806,glutamate-rich 2,1380261_at,-1.4,0.0011,1679.9,2351.3,949
Parp11,500323,"poly (ADP-ribose) polymerase family, member 11",1397399_at,-1.4,0.0002,550.1,772,949
Ints6l,681665,DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B,1383650_at,-1.4,0.0022,4894.6,6856.9,949
Mast3,688540,microtubule associated serine/threonine kinase 3,1376176_at,-1.4,0.0216,10011.2,13972.7,949
BE102072,NA, ,1394880_at,-1.4,0.0027,188.7,263.6,949
AA900732,NA, ,1393190_at,-1.4,9.40E-05,1317.4,1841.7,949
AI411809,NA, ,1389394_at,1.4,0.0125,941.8,674.8,949
AA818098,NA, ,1384250_a_at,-1.4,0.0164,270,378.7,949
AW915049,NA, ,1383330_at,-1.4,0.0023,202.1,283.2,949
AI145015,NA, ,1381418_at,-1.4,9.10E-05,218.6,305.5,949
BF564882,NA, ,1380198_at,-1.4,0.0015,241,337.5,949
BM385137,NA, ,1378440_at,-1.4,0.0116,1629.9,2275.9,949
1394856_at,NA, ,1394856_at,-1.4,0.0139,306.8,430.9,949
Rn.210466,NA, ,1384146_at,-1.4,0.0075,218,305.4,949
LOC102554200,102554200, ,1384179_at,-1.4,0.0462,383.5,537.6,949
Thrb,24831,thyroid hormone receptor beta,1378457_at,1.4,0.0324,496.4,354.2,949
Cd9,24936,CD9 molecule,1371499_at,1.4,0.0349,1492.8,1063.5,949
Aqp4,25293,aquaporin 4,1372190_at,1.4,0.0195,7894.1,5652.4,949
S1pr1,29733,sphingosine-1-phosphate receptor 1,1371840_at,-1.4,0.0008,3745.5,5240,949
Negr1,59318,neuronal growth regulator 1,1387204_at,-1.4,7.10E-05,8612.8,12096.4,949
Laptm5,89783,lysosomal protein transmembrane 5,1383658_at,1.4,0.0001,1091.1,778.8,949
St14,114093,suppression of tumorigenicity 14 (colon carcinoma),1387195_at,1.4,0.0186,590.8,422.7,949
Pcgf2,287662,polycomb group ring finger 2,1388962_at,1.4,0.0011,231.6,165.3,949
Ccdc191,288106,similar to KIAA1407,1390634_at,-1.4,0.0003,469.4,658.6,949
Tdh,290315,L-threonine dehydrogenase,1371303_at,-1.4,2.40E-05,173.1,243,949
Dpf3,299186,"D4, zinc and double PHD fingers, family 3",1397854_at,-1.4,0.0076,831.5,1165,949
Matn2,299996,matrilin 2,1389306_at,1.4,0.024,4517.4,3231.2,949
F8,302470,"coagulation factor VIII, procoagulant component",1380190_at,-1.4,0.0164,1251.4,1753.4,949
Nr3c1,24413,"nuclear receptor subfamily 3, group C, member 1",1368221_at,-1.39,0.0021,3910.4,5444,984
Jak2,24514,Janus kinase 2,1368856_at,1.39,0.0058,609.5,439.3,984
Tgfa,24827,transforming growth factor alpha,1381449_s_at,1.39,0.0285,1542.7,1111.6,984
Neurod1,29458,neuronal differentiation 1,1387288_at,-1.39,0.0071,10516,14623.8,984
Arpc1b,54227,"actin related protein 2/3 complex, subunit 1B",1386925_at,1.39,0.0008,699.6,502.6,984
Ppp1r1a,58977,"protein phosphatase 1, regulatory (inhibitor) subunit 1A",1386968_at,1.39,0.041,9548.8,6865.7,984
Kcnk13,64120,"potassium channel, subfamily K, member 13",1398290_at,1.39,0.0004,385.8,276.7,984
Pttg1,64193,pituitary tumor-transforming 1,1367780_at,1.39,0.0426,799.7,576.2,984
Pls3,81748,plastin 3,1372947_at,-1.39,0.0251,5893.5,8163.3,984
Klf15,85497,Kruppel-like factor 15,1368249_at,-1.39,0.0032,1255.2,1746.4,984
Vcan,114122,versican,1388142_at,1.39,0.0121,802.2,577,984
Chrd,117275,chordin,1380285_at,-1.39,0.0013,1719.8,2389.1,984
Stk16,286927,serine/threonine kinase 16,1395993_at,-1.39,0.006,137.7,191.3,984
Fam188a,291320,"family with sequence similarity 188, member A",1382100_at,-1.39,0.0095,10480.9,14592.8,984
Tpd52,294900,tumor protein D52,1381906_at,-1.39,0.0048,316,438.4,984
Nuf2,304951,"NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae)",1383940_at,1.39,0.03,553.4,398.3,984
Olfml2b,304960,olfactomedin-like 2B,1389295_at,-1.39,1.40E-05,450.4,627.3,984
Fermt3,309186,fermitin family member 3,1388740_at,1.39,0.0001,241.8,174.2,984
Plch1,310463,"phospholipase C, eta 1",1392099_at,-1.39,0.0003,146.9,203.7,984
Kif23,315740,kinesin family member 23,1391063_at,1.39,0.003,249.3,179,984
Tbc1d8b,315912,similar to FLJ20298 protein isoform a,1382660_at,-1.39,0.0013,3863.4,5353.5,984
RGD1310507,315963,similar to RIKEN cDNA 1300017J02,1398577_at,-1.39,0.0023,190.8,264.7,984
Ablim2,360958,"actin binding LIM protein family, member 2",1394609_at,-1.39,0.0017,607.2,843.1,984
Sipa1l2,361442,signal-induced proliferation-associated 1 like 2,1376040_at,-1.39,0.044,5419.8,7524,984
Rps6ka4,361715,"ribosomal protein S6 kinase, polypeptide 4",1389494_at,-1.39,0.001,1764,2445.7,984
Sec23b,362226,Sec23 homolog B (S. cerevisiae),1388857_at,1.39,0.0498,2977.9,2149,984
Ptpn3,362524,"protein tyrosine phosphatase, non-receptor type 3",1376537_at,-1.39,2.70E-05,1735,2418.9,984
Cyp46a1,362782,"cytochrome P450, family 46, subfamily a, polypeptide 1",1393486_at,-1.39,0.0142,12792.1,17814,984
Ccnb2,363088,cyclin B2,1389566_at,1.39,0.0002,256.3,184.5,984
Ubr2,363188,ubiquitin protein ligase E3 component n-recognin 2,1381349_a_at,-1.39,0.0033,719.2,996.8,984
Rab32,365042,"RAB32, member RAS oncogene family",1383786_at,1.39,0.0003,227,163.9,984
Bin2,366988,bridging integrator 2,1390287_at,1.39,0.0005,319.4,229.3,984
Fgfbp3,499349,fibroblast growth factor binding protein 3,1377878_at,-1.39,0.0002,7514.5,10420.4,984
Thsd7a,500032,"thrombospondin, type I, domain containing 7A",1391405_at,-1.39,2.90E-05,5411.7,7511,984
Rps6ka3,501560,ribosomal protein S6 kinase polypeptide 3,1397750_at,-1.39,0.0003,1989.2,2767.6,984
AI454769,NA, ,1394671_at,-1.39,0.001,190.4,265.4,984
AI145507,NA, ,1384815_at,-1.39,0.0113,5155.8,7157.5,984
AI072533,NA, ,1392491_at,-1.39,0.0067,1978.8,2745.2,984
BI293190,NA, ,1391760_at,-1.39,0.0041,2326.1,3242.1,984
BF388068,NA, ,1394953_at,-1.39,0.0009,270,376.2,984
AI144856,NA, ,1381454_at,-1.39,0.0123,236.4,328.8,984
BF399641,NA, ,1377516_at,-1.39,0.0017,1726.5,2401.1,984
BF283340,NA, ,1376669_at,-1.39,0.0045,1733.5,2404.3,984
BF401586,NA, ,1397006_at,-1.39,0.0054,120.3,167.2,984
AI137632,NA, ,1381847_at,-1.39,3.70E-05,1124,1567.6,984
AA943744,NA, ,1386152_at,-1.39,0.0097,393,545.4,984
AI012884,NA, ,1375953_at,-1.39,0.0051,635.7,886.2,984
BE105805,NA, ,1395212_at,-1.39,0.0006,1168.9,1620,984
1381545_at,NA, ,1381545_at,-1.39,0.0008,1334.2,1858.8,984
LOC102556459,102556459, ,1374963_s_at,-1.39,0.0499,215.2,298,984
BE118653,NA, ,1392274_at,1.38,0.006,540.9,392.2,1034
AW520584,NA, ,1390849_at,1.38,0.0098,309.5,224,1034
BF419641,NA, ,1392024_at,-1.38,0.003,173.5,240,1034
AI555295,NA, ,1389754_at,-1.38,0.0205,946.2,1307.2,1034
BE107602,NA, ,1398032_at,-1.38,0.0439,383.1,527.9,1034
AI535316,NA, ,1384380_at,-1.38,0.0288,3425.5,4726.1,1034
BE109141,NA, ,1381584_at,1.38,0.0148,3601.2,2617.6,1034
BE103875,NA, ,1384163_at,-1.38,0.0377,10354.8,14291.7,1034
BI273954,NA, ,1396288_s_at,-1.38,0.0403,381.2,527.4,1034
BI296694,NA, ,1377475_at,-1.38,0.0007,276,380.8,1034
BE120230,NA, ,1392288_at,-1.38,0.0278,379.7,522.7,1034
BF398085,NA, ,1394961_at,1.38,0.0363,366.6,265.5,1034
BE101772,NA, ,1380853_at,-1.38,9.90E-05,5294,7329.9,1034
AI501434,NA, ,1396850_at,-1.38,0.0301,1903.1,2619.2,1034
Irgm2,100362733,immunity-related GTPase family M member 2,1376151_a_at,1.38,0.0296,318.9,231,1034
Jun,24516,jun proto-oncogene,1369788_s_at,-1.38,0.004,20471.3,28335.2,1034
Mt1,24567,metallothionein 1a,1371237_a_at,1.38,0.0155,5515.6,3999.4,1034
Glul,24957,glutamate-ammonia ligase,1386870_at,1.38,0.0091,4410.5,3187.9,1034
Ntrk2,25054,"neurotrophic tyrosine kinase, receptor, type 2",1370652_at,-1.38,0.0082,211.9,292.9,1034
Aadat,29416,aminoadipate aminotransferase,1387223_at,1.38,0.0052,138.6,100.7,1034
Cd55,64036,Cd55 molecule,1387951_at,-1.38,0.0265,1149.8,1592.2,1034
Rwdd3,65026,RWD domain containing 3,1392170_at,-1.38,0.0008,2765.4,3828.7,1034
Clcnkb,79430,"chloride channel, voltage-sensitive Kb",1388175_at,1.38,2.90E-05,246.6,179.3,1034
Ptbp3,83515,polypyrimidine tract binding protein 3,1382005_at,-1.38,0.0008,3863.6,5320.9,1034
S100a6,85247,S100 calcium binding protein A6,1367661_at,1.38,0.0234,494.2,357.1,1034
Trpc6,89823,"transient receptor potential cation channel, subfamily C, member 6",1370139_a_at,-1.38,0.0016,1470.9,2024.6,1034
Slc5a6,170551,"solute carrier family 5 (sodium-dependent vitamin transporter), member 6",1367815_at,-1.38,0.0105,2339.6,3226.2,1034
Hspb6,192245,"heat shock protein, alpha-crystallin-related, B6",1387898_at,-1.38,0.0003,1791.8,2475.9,1034
Cenpf,257649,centromere protein F,1382493_at,1.38,0.0019,414,299.3,1034
Rab8b,266688,"RAB8B, member RAS oncogene family",1370539_at,1.38,0.0274,1246.7,900.5,1034
Hs2st1,292155,heparan sulfate 2-O-sulfotransferase 1,1380235_at,1.38,0.0002,786.4,570.4,1034
Armt1,292267,similar to RIKEN cDNA 1700052N19,1393027_at,-1.38,0.0003,4359.2,6008.3,1034
Sac3d1,293690,similar to RIKEN cDNA 2410004C24,1375876_at,1.38,0.0185,269.3,194.4,1034
Dtx4,293774,deltex homolog 4 (Drosophila),1377982_at,1.38,0.0006,260,188.5,1034
Spry1,294981,"sprouty homolog 1, antagonist of FGF signaling (Drosophila)",1379380_at,-1.38,0.0002,231.9,319.1,1034
Fcgr1a,295279,"Fc fragment of IgG, high affinity Ia, receptor (CD64)",1393038_at,1.38,0.0002,334.7,242,1034
Iqub,296936,IQ motif and ubiquitin domain containing,1376124_at,-1.38,0.0006,1031.5,1425.4,1034
Kctd17,300317,potassium channel tetramerisation domain containing 17,1391831_at,-1.38,0.0006,186.3,256.3,1034
Ctdspl,301056,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like",1374349_at,-1.38,0.0002,4426.6,6112.9,1034
Zc3h13,305955,zinc finger CCCH type containing 13,1395154_at,-1.38,0.0083,150.6,207.3,1034
RGD1309362,307415,similar to interferon-inducible GTPase,1377950_at,1.38,0.0226,279.2,201.7,1034
Plekhf1,308543,"pleckstrin homology domain containing, family F (with FYVE domain) member 1",1373532_at,-1.38,3.00E-05,1237.8,1711.2,1034
RGD1305014,309029,similar to RIKEN cDNA 2310057M21,1385208_at,1.38,2.20E-05,4188.4,3028.5,1034
Zfp518a,309478,zinc finger protein 518A,1384940_at,-1.38,0.0047,456.4,628.2,1034
Zswim6,310062,"zinc finger, SWIM-type containing 6",1390205_at,-1.38,0.001,2348.2,3236.1,1034
Fam198b,310540,"family with sequence similarity 198, member B",1398387_at,-1.38,0.0106,225,310.4,1034
Krcc1,312437,lysine-rich coiled-coil 1,1395813_at,-1.38,0.0022,202.6,280.6,1034
Lrig1,312574,leucine-rich repeats and immunoglobulin-like domains 1,1374652_at,-1.38,0.0055,1515.3,2083.7,1034
Nckap1l,315348,NCK associated protein 1 like,1384350_at,1.38,5.70E-05,387.3,280.8,1034
Nek6,360161,NIMA (never in mitosis gene a)-related kinase 6,1374565_at,-1.38,0.0007,2215.8,3046.9,1034
RGD1563888,360692,"similar to DNA segment, Chr 16, ERATO Doi 472, expressed",1390443_at,-1.38,0.0009,1767.1,2442.2,1034
Rabl3,360720,"RAB, member of RAS oncogene family-like 3",1376807_at,-1.38,0.0028,893.9,1232.9,1034
Blzf1,498266,basic leucine zipper nuclear factor 1,1395098_at,-1.38,0.0116,391.3,538.7,1034
Rnf144a,500636,ring finger protein 144A,1395629_at,1.38,5.10E-05,1716.2,1247.7,1034
Mansc1,690606,MANSC domain containing 1,1393806_at,-1.38,0.0006,1061.5,1461.8,1034
Kctd4,691835,potassium channel tetramerisation domain containing 4,1386049_at,-1.38,0.0091,10977,15162.2,1034
BE096035,NA, ,1398131_at,-1.38,0.0045,813.9,1124.2,1034
BG381322,NA, ,1395106_at,-1.38,0.0023,654.7,902.7,1034
BE120369,NA, ,1375409_at,-1.38,0.0425,293,404.6,1034
BF393816,NA, ,1396606_at,-1.38,0.0155,240.2,332.1,1034
Fancl,305600,"Fanconi anemia, complementation group L",1383735_at,-1.37,0.0009,590.5,806.3,1094
Terf2ip,307861,"telomeric repeat binding factor 2, interacting protein",1388780_at,1.37,0.0195,7669.6,5590.3,1094
Palmd,310811,palmdelphin,1395734_at,1.37,3.90E-05,209.9,153.7,1094
Sft2d2,360868,SFT2 domain containing 2,1372814_at,-1.37,0.0001,1201.1,1644.3,1094
Nrip3,361625,nuclear receptor interacting protein 3,1391985_at,1.37,0.0081,568.7,415.1,1094
Glce,363073,glucuronic acid epimerase,1390385_at,1.37,0.0065,3882.9,2828.7,1094
Acyp2,364224,"acylphosphatase 2, muscle type",1388689_at,-1.37,0.0195,3182.7,4363.8,1094
Nmb,499194,neuromedin B,1378310_at,-1.37,0.0023,555.8,762.5,1094
Rps6ka3,501560,ribosomal protein S6 kinase polypeptide 3,1385732_at,-1.37,0.0027,141.6,194.5,1094
Dok5,502694,similar to Docking protein 5 (Downstream of tyrosine kinase 5) (Protein dok-5),1383846_at,1.37,0.0322,1835.2,1335.6,1094
Znrf3,685487,zinc and ring finger 3,1384542_at,-1.37,0.0065,942.8,1296.1,1094
BE120578,NA, ,1395501_at,-1.37,0.007,3165.8,4333.3,1094
AI029221,NA, ,1392704_at,-1.37,0.006,2690.3,3694.6,1094
BF404508,NA, ,1396421_at,-1.37,0.0008,2464.1,3369.6,1094
AI409501,NA, ,1374578_at,1.37,0.0118,15555.6,11321.9,1094
AI179391,NA, ,1389172_at,1.37,0.0059,1392.3,1014.9,1094
BF561525,NA, ,1395704_at,1.37,0.0076,1551.8,1131.7,1094
AI556612,NA, ,1391071_at,1.37,0.0097,3133,2292.5,1094
BF289150,NA, ,1379336_at,-1.37,0.0003,403.4,553.1,1094
BM389190,NA, ,1375699_at,1.37,0.0142,2015.9,1469.6,1094
BG379062,NA, ,1397841_at,-1.37,0.001,368.3,505.9,1094
BF391128,NA, ,1390331_at,-1.37,0.003,213.2,291.1,1094
BF418132,NA, ,1384743_at,1.37,0.0131,3844.6,2796.8,1094
BE114019,NA, ,1378151_at,-1.37,0.0425,1859,2542.7,1094
BF415963,NA, ,1375404_at,-1.37,0.0068,909.4,1249.2,1094
BF390059,NA, ,1390652_at,-1.37,0.0197,204.5,279.7,1094
BF400665,NA, ,1397036_at,-1.37,7.50E-08,404.3,554.7,1094
AA925375,NA, ,1376913_at,-1.37,0.015,9550,13115.9,1094
AW144132,NA, ,1394283_at,-1.37,0.0119,1250.7,1717,1094
LOC102553820,102553820, ,1391911_at,-1.37,0.0043,308.3,423.8,1094
Fuca1,24375,"fucosidase, alpha-L- 1, tissue",1367737_at,1.37,0.001,3276.4,2392.3,1094
Ephx1,25315,"epoxide hydrolase 1, microsomal",1387669_a_at,1.37,0.0125,988.2,723.6,1094
Ddr1,25678,discoidin domain receptor tyrosine kinase 1,1370217_at,1.37,5.60E-06,1778,1296,1094
Homer3,29548,homer homolog 3 (Drosophila),1370212_at,1.37,0.0028,323,235.8,1094
Ctss,50654,cathepsin S,1387005_at,1.37,0.0088,3990.9,2908.1,1094
Dab2,79128,"disabled 2, mitogen-responsive phosphoprotein",1368202_a_at,-1.37,0.0325,597.3,818.3,1094
Rrad,83521,Ras-related associated with diabetes,1367862_at,1.37,0.0002,164.8,120,1094
Rcan2,140666,regulator of calcineurin 2,1374235_at,1.37,0.001,939.3,683.7,1094
Ccl6,287910,chemokine (C-C motif) ligand 6,1389123_at,1.37,0.0052,151.6,111,1094
Sult2b1,292915,"sulfotransferase family, cytosolic, 2B, member 1",1393474_at,1.37,0.0005,459.2,335,1094
Ptgr2,299194,prostaglandin reductase 2,1377844_at,1.37,0.0078,2462.5,1792,1094
Gls,24398,glutaminase,1382616_at,-1.36,0.0012,145.5,198.4,1135
Grm4,24417,"glutamate receptor, metabotropic 4",1368690_a_at,-1.36,9.80E-05,202.7,276.5,1135
Adk,25368,adenosine kinase,1369630_at,-1.36,0.025,4162.6,5673.5,1135
Crem,25620,cAMP responsive element modulator,1378925_at,-1.36,0.0002,1414,1916.7,1135
Nup54,53372,nucleoporin 54,1367803_at,-1.36,0.0063,1362.5,1848.6,1135
Adam4,57022,a disintegrin and metalloprotease domain 4,1385244_at,-1.36,0.0217,370.8,505.8,1135
Slc15a2,60577,"solute carrier family 15 (H+/peptide transporter), member 2",1398255_at,1.36,0.0059,2249.5,1656.6,1135
Pde2a,81743,"phosphodiesterase 2A, cGMP-stimulated",1368089_at,-1.36,0.0133,4011.9,5454.9,1135
Nudt4,94267,nudix (nucleoside diphosphate linked moiety X)-type motif 4,1398847_at,-1.36,0.0021,1265.2,1716.6,1135
Dusp1,114856,dual specificity phosphatase 1,1368146_at,-1.36,0.0054,1107.4,1503,1135
Ptpn6,116689,"protein tyrosine phosphatase, non-receptor type 6",1368010_at,1.36,4.60E-06,324.8,239,1135
Tenm2,117242,"odz, odd Oz/ten-m homolog 2 (Drosophila)",1368993_at,-1.36,0.0054,1981.5,2691.2,1135
Txnl1,140922,thioredoxin-like 1,1391789_at,-1.36,0.001,120.6,163.4,1135
Cyb5r4,171015,cytochrome b5 reductase 4,1370827_at,1.36,0.0001,4461.9,3280.3,1135
Wnt9a,287357,"wingless-type MMTV integration site family, member 9A",1380348_at,-1.36,0.0388,1085.6,1477.6,1135
Cd248,293669,"CD248 molecule, endosialin",1389490_at,-1.36,0.0184,363.6,494.2,1135
Gli2,304729,GLI family zinc finger 2,1390233_at,-1.36,2.50E-06,325.4,443.2,1135
Rabgap1l,304914,RAB GTPase activating protein 1-like,1391897_at,-1.36,0.0049,409,554.3,1135
Gcnt2,306860,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme",1374903_at,-1.36,0.0159,328.1,444.6,1135
Rtn2,308410,reticulon 2,1372527_at,1.36,0.0185,2790,2048.6,1135
Itgb2,309684,"integrin, beta 2",1383131_at,1.36,6.10E-05,604,445.1,1135
Slc25a24,310791,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24",1380909_at,-1.36,0.0036,677.5,921.7,1135
Ltk,311337,leukocyte receptor tyrosine kinase,1384594_at,-1.36,0.01,599.8,814.7,1135
Krcc1,312437,lysine-rich coiled-coil 1,1380193_at,-1.36,0.0002,183.3,250,1135
Cyp2j3,313375,"cytochrome P450, family 2, subfamily j, polypeptide 3",1381074_at,1.36,8.20E-05,456.8,336.3,1135
Grhl1,313993,grainyhead-like 1 (Drosophila),1378128_at,1.36,0.0162,3216.3,2364.8,1135
Sec14l1,360668,SEC14-like 1 (S. cerevisiae),1388334_at,-1.36,0.0148,5893.4,8039.9,1135
Tbc1d1,360937,"TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1",1373050_at,-1.36,0.0026,6578.1,8913.7,1135
Sfxn4,361778,sideroflexin 4,1393204_at,-1.36,0.0034,2075.8,2818.8,1135
Arpp21,363153,cAMP-regulated phosphoprotein 21,1373257_at,1.36,0.0212,6533.6,4794.1,1135
Tuba8,500377,"tubulin, alpha 8",1390766_at,-1.36,0.0219,4021.3,5456.7,1135
Atp8b2,685152,"ATPase, class I, type 8B, member 2",1376219_at,-1.36,0.0112,2715.4,3703.1,1135
Heg1,689710,similar to Neurogenic locus notch homolog protein 2 precursor (Notch 2) (hN2),1391901_at,1.36,0.0031,1159.2,855.4,1135
Megf11,691517,multiple EGF-like-domains 11,1380637_at,1.36,0.0002,192.2,141.4,1135
AW532063,NA, ,1398613_at,-1.36,0.0049,127.9,173.8,1135
Rn.11631,NA, ,1397577_at,-1.36,0.0311,310.6,422.6,1135
AI407821,NA, ,1372031_at,-1.36,0.0486,1404.7,1910.5,1135
AW529975,NA, ,1398126_at,-1.36,0.0431,214.3,291.6,1135
AW521312,NA, ,1380571_at,-1.36,0.0095,166.4,226.1,1135
BF409131,NA, ,1378823_at,1.36,0.0225,1123.6,826.8,1135
AI102035,NA, ,1378021_at,-1.36,0.0013,2132.9,2905.1,1135
AI717265,NA, ,1385973_at,-1.36,0.0254,385.6,525.5,1135
AI548918,NA, ,1385033_at,1.36,0.0039,2491.2,1833.9,1135
Rn.131095,NA, ,1396441_at,-1.36,0.013,929.3,1268.4,1135
BM383983,NA, ,1385841_at,-1.36,0.0366,684.2,932.2,1135
BI273954,NA, ,1397897_x_at,-1.36,0.0258,3784.7,5147.9,1135
BE120180,NA, ,1378909_at,-1.36,0.0184,988,1341,1135
BF413430,NA, ,1378752_at,-1.36,0.0026,261.8,355.4,1135
BF411156,NA, ,1397091_at,-1.36,6.80E-05,240.4,326,1135
AW535733,NA, ,1394530_at,-1.36,0.016,557.9,760.5,1135
1379139_x_at,NA, ,1379139_x_at,-1.36,0.0114,217.4,296.2,1135
Rn.171490,NA, ,1380774_at,-1.36,0.0008,422.7,573.6,1135
Zfp961,100360616,zinc finger protein 961,1382791_at,-1.36,0.008,128.3,174.8,1135
Iqgap2,100360623,IQ motif containing GTPase activating protein 2,1373036_at,-1.36,0.0143,3256.5,4427.9,1135
Elfn2,100910536,protein phosphatase 1 regulatory subunit 29-like,1376901_a_at,-1.36,0.0289,5840.5,7937,1135
LOC100910558,100910558,uncharacterized LOC100910558,1373696_at,1.36,0.0025,12035.7,8843.4,1135
LOC103691564,103691564, ,1381775_at,-1.36,0.0089,1582.9,2153.9,1135
BI286742,NA, ,1381820_at,-1.35,0.0411,291.7,393.6,1192
AI176367,NA, ,1374845_at,-1.35,0.0034,562.9,760.3,1192
BF386167,NA, ,1383932_at,1.35,0.0056,14255.6,10568.6,1192
BF405168,NA, ,1396588_at,-1.35,0.0145,439.7,595,1192
BI303896,NA, ,1392487_at,-1.35,0.0165,876.2,1184.8,1192
BI301241,NA, ,1395964_at,-1.35,0.0001,109.3,147.1,1192
AA924571,NA, ,1384452_at,-1.35,0.0001,1898.1,2567.5,1192
BF405020,NA, ,1391120_at,1.35,0.0095,308,228.4,1192
BM390792,NA, ,1397453_at,-1.35,0.046,887.9,1196,1192
BM386061,NA, ,1384408_at,-1.35,0.001,747.3,1009.9,1192
BF388173,NA, ,1395148_at,-1.35,0.0042,167.8,226.4,1192
BF406350,NA, ,1396965_at,-1.35,0.0196,1374.3,1851.8,1192
BF282184,NA, ,1392580_at,-1.35,0.0003,243,328.5,1192
BE107458,NA, ,1379711_at,-1.35,0.0183,602.5,810.9,1192
LOC100912002,100912002,uncharacterized LOC100912002,1373895_at,-1.35,0.0051,5472.5,7406.4,1192
Pvalb,25269,parvalbumin,1370214_at,-1.35,0.021,799.7,1078.9,1192
Arl4a,29308,ADP-ribosylation factor-like 4A,1367960_at,1.35,0.0121,3276.6,2433.5,1192
Cyp4f1,56266,"cytochrome P450, family 4, subfamily f, polypeptide 1",1368467_at,-1.35,0.0006,266.7,359,1192
Masp1,64023,mannan-binding lectin serine peptidase 1,1389543_at,1.35,0.0001,485.7,359.7,1192
Fntb,64511,"farnesyltransferase, CAAX box, beta",1370829_at,1.35,0.0008,3930.4,2917.7,1192
Kcnip3,65199,"Kv channel interacting protein 3, calsenilin",1376225_at,1.35,0.0006,6106.4,4511.2,1192
Gk,79223,glycerol kinase,1391661_at,1.35,0.0252,1551.5,1151.6,1192
Actn1,81634,"actinin, alpha 1",1389189_at,-1.35,0.0041,11420.8,15432.8,1192
